price;distance
35323;6222
13900;66022
26777;40256
12991;78276
7995;134357
28991;29349
23422;92146
19230;47446
35000;15672
24989;57123
27800;42383
25995;49788
24300;53001
34944;4420
24898;67111
28900;51928
6495;182262
22990;68850
35999;4601
21599;52022
14959;102470
20995;98689
19900;60192
26897;40290
25490;56029
30845;3574
23995;74066
29890;43229
10850;145712
13996;100688
24995;47462
34900;5151
20644;35143
26895;39180
23981;59704
36588;12
21995;32563
28581;29881
31999;14893
14899;81270
15985;94006
4595;153783
20995;26532
29499;25103
19999;54317
16900;83050
19000;83563
24987;62285
36777;5086
26999;38097
25890;36879
11995;86692
17287;104266
26193;47851
8990;122921
27250;35135
12900;58661
26850;39994
9997;114990
6998;125287
35995;4368
28756;36546
25995;35734
24995;47793
18900;76366
33859;14242
21444;25873
17500;63759
25449;56971
7995;169645
26999;38324
29995;16659
34895;4793
28544;24223
25000;56452
16000;94215
26988;38514
19995;111285
12995;113221
27199;25622
25250;59474
18990;65507
20453;68409
17500;84800
3395;185096
33995;32413
9900;125000
14995;106407
5500;169153
13995;101249
28900;28824
28895;31465
13000;96342
30995;47154
18250;100830
31900;30062
15995;86113
22997;75309
28500;35365
21517;30632
25985;50778
24000;74699
24975;63402
26500;30007
34995;6869
25995;54307
19999;40919
14491;118930
27577;35904
26995;44184
25250;45112
26299;32489
11887;105734
10986;45062
14995;69406
27995;35275
24513;59091
26999;38673
12995;92426
8998;123386
35888;4325
18399;60326
31260;27641
25850;38060
26316;42279
26724;45973
30416;25926
30377;54485
27999;26794
30999;40649
25800;53285
28495;26779
25898;47526
10490;88355
23777;77674
36665;12
34944;5580
28488;32547
33215;20437
15995;77637
28170;31438
37769;3706
10988;116893
9444;88155
14999;81094
28995;28118
35900;6848
27890;28390
18490;73509
12900;93961
28750;58165
26999;39097
28881;27472
36399;7364
27981;28843
25900;52417
26690;42904
8995;123912
10995;102852
13988;119317
36000;6358
27987;35067
26700;36942
22499;42724
29995;43428
34495;16306
36317;8549
36465;4051
25995;51475
28994;28343
18950;42685
27900;38376
33777;8040
35145;11624
30950;40601
28475;37000
19777;71928
27495;41184
19975;40323
17000;74712
24900;50214
24988;49156
10995;112908
36463;4520
32000;27786
31688;23221
32964;24558
28875;44252
36345;4647
14000;119541
9476;121559
25999;43073
6999;152525
10900;59620
21522;62626
7995;149195
12495;95003
26995;39752
28250;24639
12490;73745
5995;155871
24980;45568
19999;60940
26390;47117
26850;26990
17995;79444
36948;4465
24779;66565
24000;66271
19995;56160
26500;48456
30989;34814
26490;46007
34000;21213
27444;39003
25523;57683
16995;111719
25998;37393
3995;171543
27853;34429
26999;39939
19700;54576
27941;23789
13995;85812
37796;4390
37500;4166
16999;101000
25291;60354
27500;33985
36999;4515
31977;27132
27940;57438
29795;29541
29388;23012
17819;90092
33464;15638
25495;58169
36500;4836
31497;42517
32879;24856
17999;96855
31995;35547
37500;4280
13850;92327
24499;70245
5500;128097
19988;107398
20400;35870
18999;60152
26994;50061
12500;86875
14900;75126
13877;102694
9999;69611
13850;113613
24850;48864
27450;20227
22995;88474
26920;41214
17985;89402
11494;112090
34987;13717
20999;53167
18950;52072
27987;33345
15990;87726
34999;1383
20299;71621
28944;21420
8995;107928
28790;38936
35000;11263
16995;80595
26105;52704
15995;111996
27995;43964
19977;61960
32995;12281
25800;54946
36995;480
26994;49863
27536;38156
16985;93102
8699;111616
13990;81255
25995;52672
23690;76056
22691;77890
37500;4775
8300;120388
33500;15447
29985;44826
12988;124145
24900;51325
34900;4475
20930;29973
13300;44203
34444;15341
34900;4519
26999;45672
16325;101220
27900;23862
34900;4541
34900;4553
28991;27587
30900;33910
11595;106884
12999;90024
34900;4577
34900;4579
15765;56675
37500;4942
28500;35931
28991;27645
27992;41811
37500;4963
21511;95432
31800;23133
13999;128563
18500;74359
26480;43131
26999;40826
13999;69421
22995;74468
29713;45237
4999;168975
9890;106194
27999;35819
23888;61149
27974;48089
10995;95964
10900;171768
29497;31613
28000;28907
25899;44010
18990;78000
26980;32599
5499;163085
37900;4145
37988;4077
36399;9192
25995;38502
26999;40999
20400;66601
9999;92013
28500;34694
15287;96860
28795;24202
20895;55129
26990;26560
24988;61046
37999;4038
17995;72905
25491;44665
27844;35384
24855;60935
24688;72100
27990;28566
28999;17027
27490;45183
14235;107492
36500;9250
29680;35396
27995;29143
6995;162449
15995;105666
26494;46255
22499;28799
26492;54109
25990;38762
7999;141794
37987;4313
27178;43546
28500;44017
26888;47371
26999;41252
27490;45346
20900;71648
8995;126026
17985;64658
10995;90337
27190;39048
24495;48316
19850;68034
37999;4312
17499;87749
4987;121680
24863;57404
36992;5948
26975;33304
6988;124474
15490;94801
34999;4611
13995;83125
29888;17503
36999;5471
18950;70358
11400;71166
21995;57754
28645;30125
23998;58088
24900;66738
32888;13851
24780;49695
12990;86685
14995;109461
19981;66628
20995;54418
12250;133963
26950;42160
35951;6389
34999;4782
13000;95277
24995;48579
16995;94105
28900;31735
15875;90395
28738;35606
36806;12691
8999;147681
36977;6292
26300;50107
19890;64171
17591;89150
25909;50081
11000;131982
29995;16859
18979;57991
26991;27256
27996;29753
35951;6562
35999;4952
28000;45006
3555;178974
20500;36305
28695;37104
11995;69135
13995;92298
26900;38280
9699;92283
17944;99526
32000;31625
22677;28979
26799;43453
24991;46532
27995;29720
32988;24495
13990;83666
29495;36163
28870;68150
34968;16199
36115;6713
23990;78186
28991;32848
25077;65104
23990;61015
24999;66066
26890;43307
35888;12462
24498;57529
18888;88862
27888;26537
15595;99027
24995;22489
26817;44232
16000;89283
27890;31338
27975;41965
20353;49246
28967;39986
17950;70764
28944;35340
21679;62051
9699;50759
26900;28752
5799;117240
19990;67144
17990;91237
37245;4894
28777;39587
9995;120217
25988;43040
36000;4238
28970;24162
35495;4633
33000;19958
36763;9208
34997;4691
18999;62000
35407;8200
28961;26723
20999;103100
35500;17165
19491;64702
22988;32966
30777;16072
36000;4387
18791;94139
23988;64059
19595;68430
35609;19876
12995;110147
7799;124365
36000;4490
26395;58338
25999;54511
26900;29077
8995;118583
14900;79744
26980;45745
35951;7290
19999;43041
36000;4562
28277;43326
21275;60624
31272;49773
21000;68696
27944;35678
22950;7599
36000;4657
14866;49879
30992;12171
9500;104096
16995;95158
21000;70132
25480;46414
28995;27277
27551;48512
20947;50254
25880;50239
27537;40220
10990;116213
11500;118678
25885;50219
27450;39987
35555;4097
27051;41467
34900;18272
15744;77448
35990;9229
27984;40304
22318;66384
11999;56803
14950;94192
25900;65975
35999;6107
31000;8664
27490;37037
28995;28750
26981;59948
29755;30652
19999;59260
27999;30951
25500;48925
31900;15559
12888;85038
32984;15927
20777;59759
7950;114514
20991;80369
25994;76657
35495;7997
33889;4800
25995;55194
29995;8068
17870;93633
34691;6070
25990;40713
8999;105045
28520;44926
35997;2717
34999;23571
10500;87028
24997;51668
29736;23238
33987;24483
29990;17385
18995;70861
21991;31760
26995;37400
5494;165506
34999;9428
11200;103118
25800;59017
14499;91749
31950;23919
35999;6171
29987;23831
17500;98432
34900;16055
33991;28930
14995;86912
17985;84058
38092;4374
27990;31600
25990;41104
27900;31368
12995;88728
23888;21644
34550;30922
8995;77745
9988;107798
22991;32051
26960;53859
36777;3399
18995;80669
24888;63147
8995;105637
20988;43349
11988;92384
17900;93892
33334;37067
26992;43780
30500;26269
36571;40
26999;29171
36500;4662
14991;135311
36777;3465
27500;47556
28950;35333
36285;4589
27998;38950
33950;7648
26957;54641
27714;46645
29250;21790
27230;49709
27490;37982
36599;9687
11899;76438
31998;23861
26480;46242
12995;97656
30995;35959
29000;38145
17995;84350
12107;84501
27491;47907
34745;7402
25888;48757
17995;75794
19981;77699
26277;36494
32944;29201
26973;45030
18922;83346
19892;44578
27866;43419
27490;38147
29416;44422
19995;77606
32987;16700
26995;35061
23985;63194
27990;17586
11990;84149
11495;107318
26999;44122
36999;4626
29995;20500
27992;38135
11995;122450
28995;29999
30981;36481
32625;21860
27999;40815
28000;45164
26795;38132
27400;37027
16995;96740
28275;32472
27450;24280
11997;101471
27888;41601
26985;44842
31995;22540
35900;8049
15950;62500
18950;57527
35398;13554
30577;17258
11900;79919
12500;68957
28991;33402
36900;4419
8995;122197
28650;30614
19995;60849
17999;84889
24990;68738
10995;109341
36900;4531
36900;4533
16995;79837
17495;78712
15900;109459
36995;4585
26547;46050
29495;20515
27500;38612
19888;65311
14995;121200
26695;48324
30989;13381
8595;181091
28495;26660
16995;97157
26000;55112
27990;61445
27999;32668
32598;32513
22941;11618
28990;26265
25991;42313
33687;25500
36699;9356
18391;89868
29000;28669
19587;84457
15995;92092
28000;33372
26999;44807
28859;13910
21000;77094
25950;42863
32324;30292
36900;4841
36777;8557
31649;29075
27750;44478
32800;28176
33500;25622
25995;42437
26995;44985
29999;28808
28960;34670
23288;94839
10999;79778
27777;48248
27997;48867
22372;54925
18735;60795
28900;31985
29595;28402
10995;88492
26900;47967
35466;13463
12985;102860
36699;9701
31000;10852
25777;51650
29900;29051
27794;35591
35988;7822
12990;103116
29000;28721
20995;48581
8995;134095
9995;93717
34947;11930
28490;35909
26988;43126
36250;4326
36299;9092
25490;48922
27964;50371
17795;87424
27000;30789
15592;89144
35988;8064
5995;152956
9999;130806
16499;95284
24991;19210
8497;110364
27295;41919
26995;30947
13543;68754
20995;58386
31999;26702
33985;8380
32975;25899
15991;80593
28817;29968
9950;148472
33000;11682
18995;65406
25995;57740
20488;112617
19999;32500
17998;39144
32200;33020
19995;44989
27500;43744
15995;63298
35997;4527
28500;27639
18998;92479
27890;35015
27526;47528
28750;24671
11977;111938
26995;54426
11995;94355
10000;30088
26989;31322
21950;31425
6995;137398
25900;59049
24930;79332
21995;23266
37688;9909
21995;42949
16990;98354
7533;131000
33454;32211
36954;10483
28995;36203
27000;39929
32995;27252
31995;24181
12995;99721
31480;28260
22491;26555
20500;64862
37498;4518
35999;8414
36999;4588
28817;29400
14981;97975
26995;49994
26500;37533
26990;32433
11995;86101
29385;22885
28995;28693
26750;34561
9991;61071
38000;4314
27988;45282
27480;50235
27495;53352
29900;30153
13977;105521
26696;40802
31499;50626
15995;68001
28910;31831
26967;48701
22699;14291
19990;46922
26998;31709
28800;39213
4499;196863
18995;74854
26998;56138
29990;27488
8555;93092
36899;8499
38000;4485
27881;35755
28000;48183
29230;23399
16988;90307
27900;48761
22477;50017
13999;109803
15999;119464
17995;86829
23985;74115
28650;26552
25995;58567
27979;39678
10989;48170
38000;4670
26996;54110
19990;54356
27855;38881
5999;134158
22777;45708
37988;6822
27890;35917
36899;8828
22977;84789
28490;20374
29987;29897
37498;5149
9987;93628
26146;52196
29988;25580
8995;152766
26980;26953
29498;33219
38000;4936
19189;72823
20888;62332
27995;39103
27900;21375
22999;44170
29743;26367
8993;104549
23890;58475
14495;68329
37499;5310
28980;33567
14999;145543
26877;48349
5998;150486
27995;20310
28994;28816
35494;3940
36560;5087
29495;16873
4888;192820
12517;110596
31950;27492
16500;105382
26495;53044
31402;31405
36962;8400
26490;38527
26990;47561
33897;21514
22995;21831
36500;19428
29968;36512
28395;48639
37545;6167
21999;25279
36542;8845
12989;96475
19999;49421
35999;9490
29900;25430
27999;35119
36899;9367
30989;6058
14995;140970
28895;40178
36900;7200
23997;68811
21999;25460
31900;28379
26850;34467
29500;30385
24966;60259
15999;47416
26695;50950
13991;118726
26995;55948
12925;125500
27995;35326
30000;21025
25890;55944
27999;30548
11990;142896
29989;25161
20990;37733
13997;118777
22995;84212
26000;54502
23900;33176
14395;105441
16938;117820
36365;9246
27000;42733
24552;66512
28983;34295
32517;31088
25733;48239
25650;63837
18700;79528
26995;33091
22318;20235
17989;111206
10995;82294
28780;32553
26667;46954
9995;94368
18995;76100
18700;89486
27500;27156
20000;81818
23980;48568
18921;85969
25999;46920
17990;76007
27855;40163
35942;6965
29576;38428
35500;4488
21995;48213
26698;51516
28950;30302
25888;61305
9999;155211
19939;59007
29988;25409
7995;121903
18995;69969
36999;5152
21565;63785
16995;113740
35698;13520
31476;42799
32175;17197
34777;4851
29990;35125
6995;131000
36895;10582
27490;27528
26995;48093
24989;57687
12999;122851
5995;147004
26990;48191
26991;49308
14500;85364
35877;8361
15988;112691
7980;132037
34134;26229
29985;31982
29950;26083
7842;129546
12133;54004
30500;23684
29938;39671
21999;26422
15500;93128
38500;4156
17299;32708
24900;58946
12900;77375
15499;45860
11995;79694
12999;123111
28300;34610
26850;50154
26990;48470
38500;4300
35995;4738
28195;49908
27491;57339
27999;49367
14999;107700
27900;52831
32585;36248
29995;12395
34947;14323
20444;59412
37210;17
35900;11909
26990;57221
24890;59343
24550;31734
7995;129772
17995;89065
35999;4980
28996;30213
16971;120022
25976;57134
36698;4122
28000;45240
34800;20025
34955;9612
10981;57221
26725;47251
34900;4264
17500;78103
19499;15355
27445;44629
5999;147921
27850;38549
27991;30544
36500;4850
27495;42882
14990;116861
27990;36941
28500;33417
26999;32876
18995;77275
23990;85155
29491;32196
34900;4484
22199;38759
28549;47949
31774;7990
26595;42414
26995;34466
8000;95306
26997;34474
10995;67846
9999;113059
12981;77147
18099;90926
19779;69813
21999;25505
31998;29016
12999;132477
24995;61787
25988;61514
26995;47701
24888;59968
26500;63747
33788;17184
29543;16932
27280;41881
23849;16345
27865;57203
7995;137361
19745;52802
27999;28575
35500;4342
21995;98064
37693;12
36999;9
36698;4726
24995;58832
10976;59731
20995;70800
21999;27536
7750;115821
10985;122825
27940;47718
36412;4911
16475;36106
19995;14389
30979;55069
27990;37474
6995;136551
27721;34122
26965;45064
21900;27061
23888;75456
25295;69960
28495;44545
31962;37821
29739;27673
26888;36218
31992;28777
24900;74785
22093;55503
32795;28463
6482;118206
16999;101941
29291;31758
18988;77998
26982;61235
8900;118208
31995;39374
24985;56626
28800;25250
34581;6101
20495;82815
21500;63101
28895;42543
14489;136721
20895;47973
26790;28975
18000;90002
30775;29370
21990;70973
10995;104714
11295;89483
11887;101184
14994;33638
28000;37659
25995;61810
30488;19455
20990;54289
28988;31398
11988;150221
36900;4792
19797;103264
19500;89834
20495;60132
37740;21
37350;4118
36999;4664
26995;34853
10885;129218
27800;49234
35777;4916
27997;37898
24900;60611
18995;77518
7995;129481
32795;28898
28498;41914
18212;98200
16995;101650
29995;19842
27990;40656
9995;85272
14988;92205
35900;7364
21995;26496
14995;79656
22194;58443
13988;104305
19994;45985
37990;960
33850;7738
26988;45458
8995;109000
10999;113726
10995;86566
29588;29835
29992;34980
27207;42900
38787;3633
11991;56490
20999;40445
29900;28491
31888;2535
10995;97816
25900;48860
21500;32667
18995;87202
20988;63204
28990;31755
9998;114277
21999;28467
19900;59128
28240;35316
28890;27522
28490;34958
27900;24863
15999;50440
25369;59769
26700;39352
4000;160979
29990;14329
27995;48198
7900;132709
28995;36194
25995;53906
20491;76708
28168;46201
29200;32565
27750;36667
31995;2341
37100;3397
27888;39786
11999;73000
28488;42907
29977;30615
21999;28718
17995;90920
17981;99690
31372;19415
38777;4105
35889;4542
32500;12165
31553;20000
26467;50993
31891;41690
23895;81976
38788;4036
32991;26762
31995;2527
6999;129170
25995;62774
36988;6172
18555;84365
27495;50961
29898;31923
19900;64475
29895;31653
37551;4690
37000;4562
4988;229870
19894;67345
11999;112087
27192;58786
17995;99866
35997;12000
26995;50904
7595;122199
19995;75831
18995;89108
8495;124440
27979;39128
15995;81303
31945;3402
22436;72093
27994;44920
26800;53354
26998;47973
28791;26534
18297;96343
22975;48621
21995;40588
27995;38991
3995;174000
27444;35509
36991;4735
26495;42488
15495;117824
21299;60266
12990;100385
27667;42999
32991;25425
20999;41307
34989;9455
21990;89678
21991;40432
37226;3136
30990;13592
12495;115000
29000;40713
7850;170700
26985;51281
30190;32770
17995;74523
37399;7283
27490;45219
19640;91000
16998;74040
17996;100155
4750;165076
16741;98790
8999;118669
19237;76679
26893;65040
14900;94786
10499;102272
36988;6767
9995;109773
14999;137625
13900;98293
9499;129501
22999;37161
26750;12996
29995;41074
30952;18746
37750;4874
9900;108000
10990;44478
24995;45605
26490;42969
28995;27393
29974;47163
20999;39925
21000;72873
19995;76376
29991;24711
30891;29393
37503;3635
35995;1988
14950;111612
22850;22141
26893;60753
9999;99952
32123;39800
27750;42494
25900;59056
18000;100520
26990;43073
29906;33323
36665;9725
36888;6883
34900;7176
26499;43080
7448;159135
13995;51528
16999;39746
8498;155097
28000;33902
28978;43749
27995;48270
10996;95085
27000;51668
35045;9583
35944;6332
18799;92679
18995;80099
36995;4982
29444;20784
26950;52368
24000;79820
29991;40077
13991;84770
37500;4561
30999;30691
36777;4858
22888;38224
19985;68328
22999;16278
4995;145910
11900;72839
12767;74970
5297;164106
26990;37415
28000;39805
19986;68345
28991;37663
24991;76116
28808;30211
27995;39971
12195;101156
18495;95006
10195;151962
18990;80448
37499;4511
36000;13968
24977;9827
27511;41119
22985;40984
12995;80000
37999;4521
24565;33566
26491;48023
28475;34330
36857;4030
37700;4450
36914;8125
17395;108416
36945;9362
28250;39762
8888;87801
27490;46315
12870;80370
36437;5768
19999;85740
31658;13408
25967;66749
7900;136001
35981;10118
28900;29403
37999;4756
31698;12936
22499;24511
32900;23194
6995;109305
30333;20192
23951;32317
29988;28121
24900;63072
28995;41461
28597;33145
29788;30547
19994;68739
16988;107627
27617;30378
26995;52464
17900;94000
23450;77983
17999;37104
34885;13052
37500;8562
35977;5085
22990;17005
9990;93840
8995;78210
28195;38123
22000;75500
37999;4998
37995;6715
29898;33784
27000;52594
33511;26030
15999;70178
28664;37052
35900;4435
28977;45021
37444;11403
38500;4802
33990;28705
24395;26066
34000;41805
35900;4494
25900;59513
24500;86125
30650;41671
29995;69652
25990;50330
34995;5230
16295;66779
12995;82339
12990;136289
36481;4630
29395;22915
30499;50838
27893;43205
26700;51166
38500;4994
29747;27867
29989;27369
36450;9483
29713;27730
29900;26575
37954;5448
38998;3883
10395;103611
20991;131528
27989;50880
27995;40989
29434;33485
17995;92650
27881;44780
9995;117099
31998;32992
27600;58760
11994;94647
11900;97207
30000;29610
18495;96068
39030;3624
21995;29581
37900;7845
29500;35939
35888;10383
15991;126284
6995;166100
13500;130514
18995;90148
26495;42047
27995;36425
28500;51640
12995;84168
28511;39419
13499;56031
29988;40032
17736;100021
13608;56389
36515;3748
30995;26733
35987;7423
25600;64220
38984;4390
29898;34513
18990;80953
38922;4168
37222;4147
11995;104942
15900;119000
10995;52350
37600;8310
18395;89029
27986;36801
27755;44348
35999;14690
18900;91572
22999;19628
35575;8073
36000;12250
28995;40654
16880;95232
26480;41249
19994;29547
28999;29461
3999;176519
27660;53981
12495;54371
28900;30758
14655;57198
26900;54852
15950;93085
32964;36192
24200;19362
37877;9504
20920;52514
32993;35446
28977;38924
27995;41732
31881;44509
25995;65846
19893;71316
22981;98309
24995;23362
23988;16080
24000;33374
33000;34410
19999;78686
10732;80233
12988;74778
34969;23384
34987;2340
22776;22770
31489;11073
11995;76495
12750;114781
25700;55005
37390;4595
23909;83112
27990;37011
37165;6132
28750;18342
9995;89319
27995;42071
27985;42533
28707;38718
12990;90688
13991;63075
18995;91108
25988;15615
25995;66245
37974;6454
14995;96318
26468;45989
35745;5585
37045;8228
37444;12947
28990;30235
21690;42988
16487;70071
6995;95419
12995;90796
17747;89086
22995;24967
17900;95100
30097;34227
31988;43010
37974;6628
37998;3983
8995;121870
36999;5105
28782;28895
37963;6799
30129;30350
5850;117960
27300;36182
37000;4391
28995;39026
11200;97034
19985;70935
14795;60750
28254;40310
27999;42454
12900;58776
27997;42480
13900;108738
30955;21402
27900;43705
37000;4545
39000;4476
27900;56211
3995;186188
29613;28580
21998;40859
29900;32894
21999;32806
25989;26692
27490;48693
28475;48492
20999;67467
10000;110052
10990;93729
18990;100295
26485;45272
23249;25888
27978;38141
28890;31923
35995;5098
18588;41080
9995;90000
20995;93229
26990;54823
28900;41732
8988;148291
35991;13191
11999;77244
24700;68500
28988;26023
18499;80746
28528;36351
28900;45111
14595;82243
20984;74496
28980;47701
29980;29475
20950;55913
19900;72305
18995;83209
29990;36223
37769;9681
34250;20975
22495;33925
29995;28601
28999;40599
29871;31267
24999;64389
26595;53779
37761;9828
37045;8941
22500;49950
8990;87869
21888;43727
22999;52301
33995;20681
27980;33234
9490;125116
7592;98786
28995;30948
29751;26515
30495;18395
28000;34375
18995;92037
36801;12
9872;87247
28550;45026
33900;28675
8997;114000
36900;6795
8999;76623
27588;51885
15999;150366
37800;7620
22990;44016
6999;138102
32577;12573
25673;56563
31607;18020
9900;61389
29988;29552
4395;190624
28500;33669
29926;38498
27989;28765
26995;58684
33304;25804
10990;109006
8278;107174
36900;7001
16900;74541
6495;109735
21457;48155
4999;110576
22888;29708
36900;7060
37677;8225
36900;7088
32991;25353
15995;73032
36990;8705
36900;7121
30900;15106
36900;7138
17988;31064
27225;48015
19495;77854
36500;3985
7950;127000
27996;28922
6499;154711
29221;38173
36900;7205
29393;26717
38350;4967
36900;7222
29200;47472
28490;37611
36900;7247
36900;7250
30800;44783
27990;29074
29800;48252
29895;36522
28994;44580
37499;10576
18990;67050
17999;70216
11950;52951
14500;75700
34985;15085
30991;16916
29227;26987
36900;7384
15900;121363
29495;40601
22892;68781
27750;46714
12900;84839
12990;75182
26700;59394
28999;40311
22867;23565
37991;4649
12877;141621
22777;95243
8995;103514
30598;22526
17988;87770
16980;99918
33800;22732
26980;49787
37495;5348
9490;117471
27490;35431
39268;3616
11950;73077
37894;4300
22995;101634
36930;6409
28497;50096
36988;6622
35888;13283
19950;64287
16980;117271
28995;31996
37799;7380
17999;32109
26564;35379
29895;23800
37499;11013
36999;6395
36900;9453
37699;8625
29995;35729
16000;23056
23999;10276
27827;28057
29499;26052
12995;94369
35997;3401
18998;84534
31984;16275
25098;99711
30428;32118
25595;58538
13988;80808
30920;33299
16900;72775
22987;87380
27995;44275
37640;5716
20988;71293
27000;48387
27999;52851
14700;72296
28427;44307
24695;72602
20385;76550
28991;33747
9456;98112
29493;45256
37788;4114
37880;1102
6988;199820
38445;4644
19950;56239
27950;44954
29879;29405
38223;4740
21590;39578
36911;27
29995;33335
10950;109004
29764;27953
27988;33911
12999;119138
28990;32545
20988;79325
20950;62810
23988;92806
27192;49510
35777;21317
21995;105378
38897;4129
19988;87615
10988;101608
37900;4504
21298;65848
32000;10298
14595;75493
37900;4542
36999;7773
19695;93790
21999;50463
20444;76174
27490;36154
37900;4575
21888;34452
32297;16234
11999;88000
38073;4524
31190;35673
29987;20693
30997;29302
25995;54210
28723;35986
22995;22930
26444;48838
15990;66812
25656;16173
12995;103497
35328;11651
13508;108487
20991;47144
20872;119135
16500;115216
29748;50251
24511;61121
9900;101848
28225;46642
37900;4739
29850;22494
31990;7946
6488;154540
7485;133941
12995;76195
22777;25722
33987;41555
20995;52027
9991;84221
27998;30282
27995;62017
37900;4879
23590;22848
30493;30604
25888;64362
24971;26361
30992;28286
37500;4768
19990;82000
28995;32974
9995;112479
16999;101090
24900;70859
37500;4798
37895;7553
12985;95306
27900;37406
37165;9188
6995;143082
26998;60084
10995;117744
38545;4206
18995;94111
20999;47405
33675;22119
19999;64846
31494;8995
18995;68619
38250;4655
30395;26125
23500;30021
35793;12301
19977;92029
31529;13875
36899;15430
16999;131540
34990;6757
29381;33766
31050;28257
27495;51302
21800;37890
28976;44990
11995;107495
20500;93356
26895;58571
9890;122666
17999;80710
9995;134182
7777;109290
24689;31917
29900;22436
35995;4618
19999;56723
30997;30032
36000;4849
13900;74465
17863;97450
30975;29839
29695;25015
27993;42866
24895;16609
29662;45235
8300;82965
27999;45490
32000;28870
25989;29660
37695;4538
32993;29753
26900;66763
33993;19453
14995;62649
8500;81392
27888;46885
12999;116254
37840;4659
29888;39866
11297;90251
28795;36055
27950;49715
28999;33637
26759;46031
6450;147306
10988;96860
16495;99300
26690;71478
29995;21707
10495;85581
28995;26836
27588;54553
36900;4159
14995;87495
15998;75437
35488;10081
18877;73688
9999;80089
29800;24171
28990;27966
37850;4632
7988;103170
7999;87058
36929;5567
27300;54358
6950;108319
36330;15673
29895;38924
29995;23203
31900;16196
39000;4155
29995;21966
28499;48337
27999;46037
28985;34513
29705;40568
33944;31250
7995;129065
35995;8653
37944;8907
34500;4951
35799;2000
39000;4268
9700;127398
9999;113606
16490;99793
31497;24783
30438;28485
27599;47905
14981;54632
14995;65967
39000;4344
29990;29866
36009;4038
26790;52180
36944;12476
29500;36756
11999;64995
27490;37792
20990;58959
20886;85204
25500;61769
28992;40250
16895;95057
31900;16516
14991;118000
36500;10741
30575;27444
30988;12942
11995;98354
33997;22872
32999;26765
27990;46512
39495;3393
14991;38094
12888;87695
29658;42052
25995;64602
13894;77219
29995;32249
23890;42688
26991;58643
35990;4719
29995;32305
26990;44086
35999;7540
9500;114426
23989;37130
12698;83111
16675;90587
19995;79825
32000;27697
28491;48794
20995;119509
27300;55035
29994;35580
28500;59289
24980;59823
6980;127088
20900;81344
9500;113157
29300;33040
30995;27827
29995;21062
13791;78744
17988;82116
14995;100964
17259;95050
37899;8979
35998;4931
38552;10501
21990;34229
27890;33557
19995;61227
20266;56155
21995;59742
30788;25016
12669;85202
24950;77616
28331;43686
37900;6868
20279;71866
37988;4336
31998;38947
13990;67355
37864;3375
29904;25115
19995;75357
27000;59021
27821;46081
37900;10305
28000;46988
19888;76661
36987;5939
28999;34961
29800;28660
23800;23636
28500;43643
37899;9265
22995;25371
29871;35542
28500;26497
13500;65432
9990;123300
37962;1652
13900;140334
24991;23344
35745;8679
25900;55250
14695;113596
32995;27194
37895;9770
8900;107750
13900;60720
37795;6914
29219;36964
11995;48262
7995;95662
38105;4420
23900;52543
27995;47350
29500;29225
21995;108184
32000;10138
26895;60652
27890;48675
16981;69309
19990;84424
3999;126687
28900;39167
20990;68285
26000;31968
31900;17647
24767;35304
19999;92205
19097;72015
37000;4715
29978;29969
16100;60324
27999;47562
7495;94762
29334;35322
29968;40502
28890;30865
28984;37777
24791;26189
33900;16715
12888;55688
30990;21872
13999;92772
15367;58509
29990;26359
19999;84660
27995;39188
9995;153802
27900;42964
21500;44026
29560;36699
30879;26484
20478;81598
9100;82866
29890;25035
18988;78025
37878;5
15999;68599
9996;82109
29949;37234
19995;84840
24995;68021
38500;4368
9990;115442
24280;81230
10995;120554
28596;40705
12991;108251
34667;31438
10203;159830
22499;64578
21495;88741
28995;29965
29985;35567
20500;78842
29930;53432
22482;79989
34320;30941
29429;41996
27990;48106
27995;33463
28999;35967
26990;55444
11995;74059
21997;60926
29877;48622
22588;39286
9900;125335
31885;28993
15995;55155
13917;88612
36995;4802
38500;4621
30610;26828
29000;36059
29998;39995
9550;79203
36798;4065
27500;69668
36500;582
15995;34596
31254;25583
21999;69632
27599;39911
29750;27120
28888;32918
11997;100231
9999;104127
19988;76711
29677;36648
19987;89438
33488;34090
28987;29480
27988;48447
28900;32699
13489;99561
21250;56583
9990;86718
9880;108639
36995;5034
18994;105998
16900;97095
27985;48568
29993;30356
29890;25656
8995;127980
28648;49258
24495;79190
24995;33800
31285;36035
29999;34187
21483;74878
30998;23224
29377;26771
27000;60545
22999;35353
21995;57716
29917;35274
27999;33987
18895;107412
8770;144826
28900;47574
23499;20795
29894;41500
30870;30655
37675;6672
19974;50750
31895;40837
26995;46200
30477;24340
34947;30421
29995;34485
36777;7367
22910;34190
28700;38694
26485;83301
30900;30841
37000;13658
31994;11884
22999;27003
18205;40372
15500;75829
28500;36816
37230;7711
28995;28256
28994;36841
30500;18753
26973;46655
24888;15226
21590;68313
27551;49115
35745;10429
20988;79333
30775;27667
24999;73651
36575;3588
28680;50597
19000;97939
16997;51648
27999;34400
34989;18254
30850;14691
39994;12
12949;74866
10988;71395
36500;1495
23887;20037
31693;44755
10900;125917
10921;98462
22350;35132
20850;66427
37999;4505
8995;86892
23990;71676
8900;96679
36777;4201
28790;39703
18995;106067
22488;64821
16195;59313
